year,month,day,hometeam,homescore,awayscore,awayteam
2004,3,25,G,3,1,S
2004,3,25,T,2,5,D
2004,3,25,C,1,2,Y
2004,3,25,E,7,3,H
2004,3,25,L,5,4,B
2004,3,25,M,3,2,F
2004,3,26,G,10,5,S
2004,3,26,T,7,3,D
2004,3,26,C,3,1,Y
2004,3,26,E,3,3,H
2004,3,26,L,9,5,B
2004,3,26,M,6,4,F
2004,3,27,G,3,2,S
2004,3,27,T,5,4,D
2004,3,27,C,6,3,Y
2004,3,27,E,0,7,H
2004,3,27,L,4,5,B
2004,3,27,M,0,1,F
2004,3,28,,,,
2004,3,29,S,2,6,T
2004,3,29,Y,2,6,G
2004,3,29,D,4,2,C
2004,3,29,F,13,3,B
2004,3,29,M,12,2,E
2004,3,29,H,2,6,L
2004,3,30,S,8,4,T
2004,3,30,Y,6,3,G
2004,3,30,D,3,11,C
2004,3,30,F,4,5,B
2004,3,30,M,0,5,E
2004,3,30,H,5,4,L
2004,3,31,S,6,6,T
2004,3,31,Y,4,6,G
2004,3,31,D,9,5,C
2004,4,1,S,4,1,D
2004,4,1,Y,2,1,T
2004,4,1,C,4,6,G
2004,4,1,F,4,3,H
2004,4,1,E,4,2,L
2004,4,1,B,3,4,M
2004,4,2,S,7,1,D
2004,4,2,Y,0,5,T
2004,4,2,C,3,0,G
2004,4,2,F,3,4,H
2004,4,2,E,15,4,L
2004,4,2,B,2,6,M
2004,4,3,S,2,3,D
2004,4,3,Y,3,8,T
2004,4,3,C,3,4,G
2004,4,3,F,4,3,H
2004,4,3,E,2,3,L
2004,4,3,B,3,1,M
2004,4,4,,,,
2004,4,5,G,2,8,T
2004,4,5,D,1,0,Y
2004,4,5,C,12,5,S
2004,4,5,L,10,0,F
2004,4,5,B,0,11,E
2004,4,5,H,4,4,M
2004,4,6,G,3,0,T
2004,4,6,D,3,0,Y
2004,4,6,C,6,3,S
2004,4,6,L,5,2,F
2004,4,6,B,2,5,E
2004,4,6,H,3,4,M
2004,4,7,G,1,10,T
2004,4,7,D,1,1,Y
2004,4,7,H,8,17,M
2004,4,8,Y,2,3,S
2004,4,8,D,3,2,G
2004,4,8,T,3,2,C
2004,4,8,E,5,3,F
2004,4,8,M,3,5,L
2004,4,9,Y,10,5,S
2004,4,9,D,0,0,G
2004,4,9,T,2,6,C
2004,4,9,E,7,9,F
2004,4,9,M,4,5,L
2004,4,9,H,13,1,B
2004,4,10,Y,6,5,S
2004,4,10,D,2,7,G
2004,4,10,T,7,8,C
2004,4,10,E,1,0,F
2004,4,10,M,4,2,L
2004,4,10,H,10,0,B
2004,4,11,,,,
2004,4,12,S,6,2,G
2004,4,12,T,4,3,Y
2004,4,12,C,3,1,D
2004,4,12,E,1,7,M
2004,4,12,L,1,4,H
2004,4,12,B,0,4,F
2004,4,13,S,0,8,G
2004,4,13,E,4,5,M
2004,4,13,L,1,5,H
2004,4,13,B,4,3,F
2004,4,14,S,6,4,G
2004,4,14,T,5,2,Y
2004,4,14,C,10,1,D
2004,4,14,E,2,9,M
2004,4,14,B,1,0,F
2004,4,15,D,6,0,T
2004,4,15,F,13,3,M
2004,4,15,B,7,4,L
2004,4,15,H,3,2,E
2004,4,16,G,6,5,C
2004,4,16,S,4,0,Y
2004,4,16,D,4,3,T
2004,4,16,F,8,2,M
2004,4,16,B,4,7,L
2004,4,17,G,2,1,C
2004,4,17,S,5,4,Y
2004,4,17,D,4,2,T
2004,4,17,F,3,5,M
2004,4,17,B,5,2,L
2004,4,17,H,9,7,E
2004,4,18,,,,
2004,4,19,Y,4,6,C
2004,4,19,T,8,4,S
2004,4,19,F,1,0,L
2004,4,19,E,2,3,B
2004,4,19,M,1,2,H
2004,4,20,Y,10,0,C
2004,4,20,T,1,5,S
2004,4,20,F,2,9,L
2004,4,20,E,4,3,B
2004,4,20,M,0,5,H
2004,4,21,F,4,3,L
2004,4,22,G,1,1,Y
2004,4,22,D,11,6,S
2004,4,22,C,9,12,T
2004,4,22,L,7,8,E
2004,4,23,G,0,3,Y
2004,4,23,D,5,7,S
2004,4,23,C,3,2,T
2004,4,23,L,8,8,E
2004,4,23,M,4,3,B
2004,4,23,H,2,4,F
2004,4,24,G,3,0,Y
2004,4,24,D,5,3,S
2004,4,24,C,2,6,T
2004,4,24,L,7,6,E
2004,4,24,M,3,4,B
2004,4,24,H,6,5,F
2004,4,25,,,,
2004,4,26,S,3,11,C
2004,4,26,Y,3,7,D
2004,4,26,T,3,5,G
2004,4,26,F,3,1,E
2004,4,26,L,2,5,M
2004,4,26,B,3,9,H
2004,4,27,S,0,8,C
2004,4,27,Y,8,3,D
2004,4,27,T,1,11,G
2004,4,27,F,7,6,E
2004,4,27,L,2,7,M
2004,4,27,B,2,5,H
2004,4,28,S,6,4,C
2004,4,28,Y,2,9,D
2004,4,28,T,3,3,G
2004,4,29,S,4,1,G
2004,4,29,T,2,1,Y
2004,4,29,C,9,4,D
2004,4,29,M,4,3,F
2004,4,29,B,3,4,E
2004,4,29,H,3,7,L
2004,4,30,S,4,3,G
2004,4,30,T,2,3,Y
2004,4,30,C,12,2,D
2004,4,30,M,5,1,F
2004,4,30,B,5,0,E
2004,4,30,H,4,4,L
2004,5,1,S,11,2,G
2004,5,1,T,7,6,Y
2004,5,1,C,10,7,D
2004,5,1,M,4,9,F
2004,5,1,B,4,2,E
2004,5,1,H,6,3,L
2004,5,2,,,,
2004,5,3,G,3,2,C
2004,5,3,Y,0,6,S
2004,5,3,D,4,2,T
2004,5,3,F,4,5,H
2004,5,3,E,2,1,M
2004,5,3,L,6,7,B
2004,5,4,G,1,6,C
2004,5,4,Y,3,2,S
2004,5,4,D,0,9,T
2004,5,4,F,6,6,H
2004,5,4,E,5,3,M
2004,5,4,L,8,2,B
2004,5,5,G,4,2,C
2004,5,5,Y,4,2,S
2004,5,5,D,0,1,T
2004,5,5,F,1,2,H
2004,5,5,E,8,15,M
2004,5,5,L,5,7,B
2004,5,6,G,2,7,D
2004,5,6,T,2,0,S
2004,5,6,C,0,6,Y
2004,5,6,L,4,8,F
2004,5,6,M,0,5,B
2004,5,6,H,3,2,E
2004,5,7,G,1,8,D
2004,5,7,T,6,10,S
2004,5,7,C,10,4,Y
2004,5,7,L,6,8,F
2004,5,7,M,4,3,B
2004,5,7,H,3,2,E
2004,5,8,G,4,11,D
2004,5,8,T,1,5,S
2004,5,8,C,1,7,Y
2004,5,8,L,6,2,F
2004,5,8,M,4,3,B
2004,5,8,H,3,1,E
2004,5,9,,,,
2004,5,10,S,3,6,C
2004,5,10,Y,3,6,D
2004,5,10,F,4,0,B
2004,5,10,H,2,1,M
2004,5,11,S,5,2,C
2004,5,11,Y,2,0,D
2004,5,11,T,1,3,G
2004,5,11,F,6,2,B
2004,5,11,E,8,3,L
2004,5,11,H,9,5,M
2004,5,12,S,4,3,C
2004,5,12,Y,6,5,D
2004,5,12,E,4,0,L
2004,5,12,H,2,3,M
2004,5,13,G,3,2,S
2004,5,13,Y,2,3,T
2004,5,13,D,3,6,C
2004,5,13,F,5,4,L
2004,5,14,G,7,1,S
2004,5,14,Y,3,1,T
2004,5,14,D,6,5,C
2004,5,14,F,7,3,L
2004,5,14,M,13,12,E
2004,5,14,B,4,3,H
2004,5,15,G,3,2,S
2004,5,15,Y,5,5,T
2004,5,15,D,3,3,C
2004,5,15,F,3,6,L
2004,5,15,M,9,8,E
2004,5,15,B,1,2,H
2004,5,16,,,,
2004,5,17,G,1,7,Y
2004,5,17,T,3,4,D
2004,5,17,C,9,0,S
2004,5,17,E,1,7,B
2004,5,17,M,5,2,L
2004,5,17,H,2,7,F
2004,5,18,G,0,1,Y
2004,5,18,T,3,2,D
2004,5,18,C,3,11,S
2004,5,18,E,2,10,B
2004,5,18,M,0,3,L
2004,5,18,H,6,2,F
2004,5,19,T,3,2,D
2004,5,19,C,7,6,S
2004,5,19,M,1,2,L
2004,5,19,H,6,8,F
2004,5,20,S,6,3,Y
2004,5,20,D,0,2,G
2004,5,20,T,1,4,C
2004,5,20,B,6,4,M
2004,5,21,S,1,4,Y
2004,5,21,D,6,4,G
2004,5,21,T,4,3,C
2004,5,21,F,5,1,E
2004,5,21,L,4,3,H
2004,5,21,B,3,10,M
2004,5,22,S,3,11,Y
2004,5,22,D,5,1,G
2004,5,22,T,5,10,C
2004,5,22,F,8,0,E
2004,5,22,L,2,4,H
2004,5,22,B,1,5,M
2004,5,23,,,,
2004,5,24,S,5,7,T
2004,5,24,D,5,6,Y
2004,5,24,C,6,0,G
2004,5,24,F,1,3,M
2004,5,24,L,4,1,E
2004,5,24,H,22,6,B
2004,5,25,S,9,8,T
2004,5,25,D,1,4,Y
2004,5,25,C,9,3,G
2004,5,25,L,7,0,E
2004,5,25,H,5,2,B
2004,5,26,S,6,5,T
2004,5,26,C,3,2,G
2004,5,26,F,1,2,M
2004,5,26,L,4,0,E
2004,5,26,H,4,3,B
2004,5,27,G,0,1,T
2004,5,27,Y,6,1,C
2004,5,27,D,6,5,S
2004,5,27,E,3,2,F
2004,5,27,M,0,1,H
2004,5,28,G,4,6,T
2004,5,28,Y,3,1,C
2004,5,28,D,6,9,S
2004,5,28,E,1,7,F
2004,5,28,M,2,10,H
2004,5,28,B,8,6,L
2004,5,29,G,2,1,T
2004,5,29,Y,0,6,C
2004,5,29,D,6,1,S
2004,5,29,E,3,12,F
2004,5,29,M,4,6,H
2004,5,29,B,3,5,L
2004,5,30,,,,
2004,5,31,F,4,8,S
2004,5,31,E,9,1,T
2004,5,31,L,2,5,Y
2004,5,31,M,5,0,C
2004,5,31,B,2,3,G
2004,5,31,H,5,2,D
2004,6,1,F,5,2,S
2004,6,1,E,3,5,T
2004,6,1,L,7,0,Y
2004,6,1,M,2,4,C
2004,6,1,B,0,1,G
2004,6,1,H,0,5,D
2004,6,2,F,8,6,S
2004,6,2,E,0,3,T
2004,6,2,L,4,1,Y
2004,6,2,M,13,4,C
2004,6,2,B,2,4,G
2004,6,2,H,6,2,D
2004,6,3,G,5,4,F
2004,6,3,S,4,5,B
2004,6,3,Y,2,1,M
2004,6,3,D,1,3,E
2004,6,3,T,3,12,L
2004,6,3,C,1,6,H
2004,6,4,G,5,4,F
2004,6,4,S,4,6,B
2004,6,4,Y,6,5,M
2004,6,4,D,0,3,E
2004,6,4,T,5,1,L
2004,6,4,C,1,1,H
2004,6,5,G,2,6,F
2004,6,5,S,9,14,B
2004,6,5,Y,11,0,M
2004,6,5,D,2,0,E
2004,6,5,T,2,3,L
2004,6,5,C,2,1,H
2004,6,6,,,,
2004,6,7,F,2,3,C
2004,6,7,E,5,1,S
2004,6,7,L,6,2,G
2004,6,7,M,2,1,T
2004,6,7,B,3,8,D
2004,6,7,H,6,3,Y
2004,6,8,F,4,2,C
2004,6,8,E,3,10,S
2004,6,8,L,5,7,G
2004,6,8,M,8,3,T
2004,6,8,B,2,1,D
2004,6,8,H,4,1,Y
2004,6,9,F,2,4,C
2004,6,9,E,3,2,S
2004,6,9,L,7,4,G
2004,6,9,M,7,2,T
2004,6,9,B,3,8,D
2004,6,9,H,4,2,Y
2004,6,10,F,5,4,T
2004,6,10,E,0,6,C
2004,6,10,L,1,0,D
2004,6,10,M,6,7,S
2004,6,10,B,1,3,Y
2004,6,10,H,2,1,G
2004,6,11,F,0,3,T
2004,6,11,E,2,1,C
2004,6,11,L,2,4,D
2004,6,11,M,4,2,S
2004,6,11,B,0,7,Y
2004,6,11,H,8,3,G
2004,6,12,F,6,0,T
2004,6,12,E,4,3,C
2004,6,12,L,3,2,D
2004,6,12,M,7,1,S
2004,6,12,B,0,4,Y
2004,6,12,H,7,5,G
2004,6,13,,,,
2004,6,14,G,1,4,E
2004,6,14,S,6,4,H
2004,6,14,Y,0,4,F
2004,6,14,D,2,4,M
2004,6,14,T,2,0,B
2004,6,14,C,3,2,L
2004,6,15,G,3,2,E
2004,6,15,S,4,6,H
2004,6,15,Y,2,3,F
2004,6,15,D,2,6,M
2004,6,15,T,1,5,B
2004,6,15,C,6,2,L
2004,6,16,G,10,7,E
2004,6,16,S,3,12,H
2004,6,16,D,1,3,M
2004,6,16,C,6,0,L
2004,6,17,G,1,5,M
2004,6,17,S,5,1,L
2004,6,17,Y,5,8,E
2004,6,17,D,1,0,F
2004,6,17,T,3,2,H
2004,6,17,C,6,4,B
2004,6,18,G,2,6,M
2004,6,18,S,5,4,L
2004,6,18,Y,3,6,E
2004,6,18,D,3,2,F
2004,6,18,T,0,1,H
2004,6,18,C,4,3,B
2004,6,19,G,5,1,M
2004,6,19,S,5,7,L
2004,6,19,Y,3,5,E
2004,6,19,D,2,3,F
2004,6,19,T,4,8,H
2004,6,19,C,5,4,B
2004,6,20,Y,2,5,F
2004,6,20,T,2,0,B
2004,6,21,,,,
2004,6,22,,,,
2004,6,23,,,,
2004,6,24,S,5,1,D
2004,6,24,Y,12,6,G
2004,6,24,C,4,2,T
2004,6,24,E,3,6,H
2004,6,24,L,6,7,M
2004,6,25,S,13,9,D
2004,6,25,Y,7,6,G
2004,6,25,C,4,2,T
2004,6,25,E,4,2,H
2004,6,25,L,10,9,M
2004,6,25,B,8,10,F
2004,6,26,S,5,4,D
2004,6,26,Y,4,9,G
2004,6,26,C,4,3,T
2004,6,26,E,1,5,H
2004,6,26,L,4,10,M
2004,6,26,B,0,6,F
2004,6,27,F,8,7,L
2004,6,27,H,6,9,M
2004,6,28,G,0,5,D
2004,6,28,T,5,3,Y
2004,6,28,C,3,2,S
2004,6,28,F,3,0,L
2004,6,28,B,3,2,E
2004,6,29,G,3,2,D
2004,6,29,C,8,1,S
2004,6,29,F,5,3,L
2004,6,29,B,3,5,E
2004,6,29,H,7,6,M
2004,6,30,G,1,3,D
2004,6,30,T,0,3,Y
2004,6,30,C,2,5,S
2004,6,30,H,2,1,M
2004,7,1,Y,2,6,C
2004,7,1,D,7,2,T
2004,7,1,E,3,2,L
2004,7,1,H,2,5,F
2004,7,2,S,2,1,G
2004,7,2,Y,4,1,C
2004,7,2,D,2,3,T
2004,7,2,E,7,5,L
2004,7,2,M,6,0,B
2004,7,2,H,0,4,F
2004,7,3,S,6,3,G
2004,7,3,Y,6,13,C
2004,7,3,D,8,3,T
2004,7,3,E,3,4,L
2004,7,3,M,3,4,B
2004,7,3,H,0,2,F
2004,7,4,,,,
2004,7,5,G,3,2,T
2004,7,5,Y,4,0,S
2004,7,5,D,1,4,C
2004,7,5,E,3,8,F
2004,7,5,M,2,1,L
2004,7,5,B,3,0,H
2004,7,6,G,3,1,T
2004,7,6,Y,8,7,S
2004,7,6,D,4,1,C
2004,7,6,M,5,4,L
2004,7,6,B,2,5,H
2004,7,7,G,0,6,T
2004,7,7,Y,5,3,S
2004,7,7,M,4,3,L
2004,7,7,B,0,4,H
2004,7,8,G,3,1,Y
2004,7,8,S,6,3,D
2004,7,8,T,2,8,C
2004,7,8,F,12,3,M
2004,7,8,L,8,4,B
2004,7,8,H,2,3,E
2004,7,9,G,5,2,Y
2004,7,9,S,2,8,D
2004,7,9,T,1,7,C
2004,7,9,F,4,0,M
2004,7,9,L,0,2,B
2004,7,9,H,6,2,E
2004,7,10,G,10,7,Y
2004,7,10,S,8,3,D
2004,7,10,T,0,9,C
2004,7,10,F,6,5,M
2004,7,10,L,2,8,B
2004,7,10,H,6,2,E
2004,7,11,Y,3,13,D
2004,7,11,L,3,1,E
2004,7,11,B,1,4,F
2004,7,12,S,1,3,T
2004,7,12,Y,6,5,D
2004,7,12,C,13,3,G
2004,7,12,L,1,5,E
2004,7,12,M,0,4,H
2004,7,12,B,4,3,F
2004,7,13,S,2,4,T
2004,7,13,Y,7,2,D
2004,7,13,C,0,6,G
2004,7,13,L,3,4,E
2004,7,13,M,0,3,H
2004,7,13,B,2,3,F
2004,7,14,,,,
2004,7,17,,,,
2004,7,18,S,9,3,Y
2004,7,18,T,1,2,G
2004,7,18,C,3,2,D
2004,7,18,F,3,1,E
2004,7,18,L,6,1,M
2004,7,18,H,0,6,B
2004,7,19,S,8,9,Y
2004,7,19,T,1,6,G
2004,7,19,C,11,3,D
2004,7,19,L,2,9,M
2004,7,19,H,0,4,B
2004,7,20,S,2,9,Y
2004,7,20,T,2,6,G
2004,7,20,C,6,7,D
2004,7,20,F,9,3,E
2004,7,20,H,2,1,B
2004,7,21,,,,
2004,7,22,Y,3,2,G
2004,7,22,D,3,6,S
2004,7,22,C,4,2,T
2004,7,22,F,2,0,B
2004,7,22,E,1,12,M
2004,7,22,H,5,2,L
2004,7,23,Y,6,4,G
2004,7,23,D,1,3,S
2004,7,23,C,7,0,T
2004,7,23,F,6,3,B
2004,7,23,E,6,5,M
2004,7,23,H,1,3,L
2004,7,24,Y,1,9,G
2004,7,24,D,2,5,S
2004,7,24,C,5,8,T
2004,7,24,F,2,3,B
2004,7,24,E,2,3,M
2004,7,24,H,4,3,L
2004,7,25,,,,
2004,7,26,D,3,7,Y
2004,7,26,T,5,3,S
2004,7,26,E,0,6,H
2004,7,26,L,1,4,F
2004,7,26,B,3,6,M
2004,7,27,G,7,2,C
2004,7,27,D,0,2,Y
2004,7,27,T,9,0,S
2004,7,27,E,6,2,H
2004,7,27,L,4,8,F
2004,7,27,B,3,1,M
2004,7,28,G,0,4,C
2004,7,28,D,15,2,Y
2004,7,28,T,10,5,S
2004,7,28,L,6,2,F
2004,7,28,B,2,1,M
2004,7,29,G,3,1,S
2004,7,29,T,1,3,D
2004,7,29,C,3,19,Y
2004,7,29,F,4,6,H
2004,7,29,M,0,9,E
2004,7,29,B,7,1,L
2004,7,30,G,9,0,S
2004,7,30,T,8,2,D
2004,7,30,C,5,7,Y
2004,7,30,F,3,2,H
2004,7,30,M,4,5,E
2004,7,30,B,2,3,L
2004,7,31,G,10,1,S
2004,7,31,T,6,1,D
2004,7,31,C,6,4,Y
2004,7,31,F,6,3,H
2004,7,31,M,2,0,E
2004,7,31,B,5,4,L
2004,8,1,,,,
2004,8,2,S,4,16,C
2004,8,2,Y,2,6,T
2004,8,2,D,2,7,G
2004,8,2,E,2,1,B
2004,8,2,L,2,6,H
2004,8,2,M,4,3,F
2004,8,3,S,6,4,C
2004,8,3,Y,4,3,T
2004,8,3,D,0,5,G
2004,8,3,E,6,1,B
2004,8,3,L,3,7,H
2004,8,3,M,2,10,F
2004,8,4,S,5,2,C
2004,8,4,Y,5,7,T
2004,8,4,E,0,2,B
2004,8,4,L,4,7,H
2004,8,4,M,3,0,F
2004,8,5,S,0,8,T
2004,8,5,Y,3,4,D
2004,8,5,C,4,5,G
2004,8,5,E,4,10,L
2004,8,5,B,2,3,M
2004,8,5,H,3,2,F
2004,8,6,S,6,1,T
2004,8,6,Y,6,4,D
2004,8,6,C,2,3,G
2004,8,6,E,7,5,L
2004,8,6,B,0,2,M
2004,8,6,H,1,8,F
2004,8,7,S,7,6,T
2004,8,7,Y,4,1,D
2004,8,7,C,8,7,G
2004,8,7,E,6,4,L
2004,8,7,B,5,3,M
2004,8,7,H,3,8,F
2004,8,8,,,,
2004,8,9,G,5,2,Y
2004,8,9,D,2,1,S
2004,8,9,C,10,3,T
2004,8,9,F,1,3,L
2004,8,9,M,2,4,E
2004,8,9,B,4,0,H
2004,8,10,G,5,2,Y
2004,8,10,D,2,3,S
2004,8,10,C,1,2,T
2004,8,10,F,4,3,L
2004,8,10,M,5,3,E
2004,8,10,B,3,2,H
2004,8,11,G,4,5,Y
2004,8,11,D,2,8,S
2004,8,11,C,5,3,T
2004,8,11,F,0,2,L
2004,8,11,M,4,0,E
2004,8,11,B,4,3,H
2004,8,12,S,5,4,G
2004,8,12,Y,2,3,C
2004,8,12,T,4,2,D
2004,8,12,E,4,3,F
2004,8,12,L,8,3,B
2004,8,12,M,2,0,H
2004,8,13,S,2,1,G
2004,8,13,Y,2,1,C
2004,8,13,T,5,2,D
2004,8,13,E,0,2,F
2004,8,13,L,1,9,B
2004,8,13,M,0,3,H
2004,8,14,S,2,9,G
2004,8,14,Y,2,3,C
2004,8,14,T,8,1,D
2004,8,14,E,1,2,F
2004,8,14,L,5,1,B
2004,8,14,M,3,2,H
2004,8,15,,,,
2004,8,16,D,0,2,G
2004,8,16,T,0,5,C
2004,8,16,F,3,2,B
2004,8,16,H,4,6,L
2004,8,17,S,9,1,Y
2004,8,17,D,3,1,G
2004,8,17,T,2,7,C
2004,8,17,F,4,2,B
2004,8,17,E,10,5,M
2004,8,18,D,2,3,G
2004,8,18,F,6,1,B
2004,8,18,E,3,1,M
2004,8,18,H,3,6,L
2004,8,19,G,6,3,T
2004,8,19,D,2,0,Y
2004,8,19,C,6,4,S
2004,8,19,F,0,3,H
2004,8,19,L,5,3,M
2004,8,19,B,0,3,E
2004,8,20,G,3,0,T
2004,8,20,D,1,2,Y
2004,8,20,C,2,0,S
2004,8,20,F,2,3,H
2004,8,20,L,10,4,M
2004,8,20,B,11,1,E
2004,8,21,G,1,4,T
2004,8,21,D,3,0,Y
2004,8,21,C,3,0,S
2004,8,21,F,4,2,H
2004,8,21,L,7,8,M
2004,8,21,B,4,4,E
2004,8,22,,,,
2004,8,23,G,1,0,C
2004,8,23,S,2,3,D
2004,8,23,Y,3,9,T
2004,8,23,M,1,4,F
2004,8,23,B,3,14,L
2004,8,23,H,2,3,E
2004,8,24,G,3,7,C
2004,8,24,S,5,2,D
2004,8,24,Y,1,5,T
2004,8,24,M,3,5,F
2004,8,24,B,2,6,L
2004,8,24,H,5,0,E
2004,8,25,G,4,6,C
2004,8,25,S,10,9,D
2004,8,25,Y,3,9,T
2004,8,25,M,1,4,F
2004,8,25,H,5,7,E
2004,8,26,Y,11,5,G
2004,8,26,D,2,3,C
2004,8,26,T,3,5,S
2004,8,26,E,4,3,B
2004,8,26,L,7,1,F
2004,8,26,H,11,3,M
2004,8,27,Y,7,3,G
2004,8,27,D,4,11,C
2004,8,27,T,2,5,S
2004,8,27,E,7,6,B
2004,8,27,L,4,7,F
2004,8,27,H,14,3,M
2004,8,28,Y,6,5,G
2004,8,28,D,7,5,C
2004,8,28,T,1,3,S
2004,8,28,E,4,13,B
2004,8,28,L,4,3,F
2004,8,28,H,5,7,M
2004,8,29,,,,
2004,8,30,G,5,2,S
2004,8,30,D,9,3,T
2004,8,30,C,8,2,Y
2004,8,30,F,2,9,E
2004,8,30,L,3,6,H
2004,8,30,M,4,6,B
2004,8,31,G,0,4,S
2004,8,31,D,1,0,T
2004,8,31,C,3,0,Y
2004,8,31,F,4,13,E
2004,8,31,L,8,7,H
2004,8,31,M,7,5,B
2004,9,1,C,6,5,Y
2004,9,1,F,8,0,E
2004,9,1,L,2,9,H
2004,9,1,M,6,4,B
2004,9,2,G,7,8,D
2004,9,2,S,2,5,C
2004,9,2,T,3,5,Y
2004,9,2,E,6,8,H
2004,9,2,M,1,1,L
2004,9,2,B,5,2,F
2004,9,3,G,1,5,D
2004,9,3,S,3,1,C
2004,9,3,T,2,3,Y
2004,9,3,E,1,7,H
2004,9,3,M,9,8,L
2004,9,3,B,4,12,F
2004,9,4,G,3,5,D
2004,9,4,S,3,4,C
2004,9,4,T,3,1,Y
2004,9,4,E,5,1,H
2004,9,4,M,2,4,L
2004,9,4,B,7,7,F
2004,9,5,,,,
2004,9,6,Y,6,1,S
2004,9,6,T,2,4,G
2004,9,6,C,4,1,D
2004,9,6,E,7,4,L
2004,9,6,H,1,2,B
2004,9,7,Y,7,3,S
2004,9,7,T,2,3,G
2004,9,7,C,5,0,D
2004,9,7,F,4,4,M
2004,9,7,E,1,14,L
2004,9,7,H,2,1,B
2004,9,8,Y,3,5,S
2004,9,8,T,1,3,G
2004,9,8,C,7,4,D
2004,9,8,L,2,8,M
2004,9,8,B,4,2,H
2004,9,9,S,2,5,G
2004,9,9,E,2,8,F
2004,9,9,L,8,1,M
2004,9,9,B,4,3,H
2004,9,10,G,4,6,C
2004,9,10,S,9,1,T
2004,9,10,D,0,1,Y
2004,9,10,E,4,7,F
2004,9,10,H,2,7,L
2004,9,11,G,8,0,C
2004,9,11,S,0,5,T
2004,9,11,D,4,2,Y
2004,9,11,E,9,4,F
2004,9,11,B,4,3,M
2004,9,11,H,8,5,L
2004,9,12,E,11,2,B
2004,9,13,S,3,11,Y
2004,9,13,D,0,4,C
2004,9,13,F,4,2,B
2004,9,14,S,3,2,Y
2004,9,14,D,5,4,G
2004,9,14,T,4,6,C
2004,9,14,F,1,11,B
2004,9,14,E,0,13,H
2004,9,14,M,1,2,L
2004,9,15,T,6,8,Y
2004,9,15,C,5,0,G
2004,9,15,F,1,5,B
2004,9,15,E,0,3,M
2004,9,16,G,6,4,S
2004,9,16,T,2,1,Y
2004,9,16,C,8,0,D
2004,9,17,G,2,5,S
2004,9,17,T,3,6,Y
2004,9,17,C,3,5,D
2004,9,17,F,14,6,M
2004,9,17,L,3,1,E
2004,9,17,H,6,3,B
2004,9,18,S,1,8,D
2004,9,18,Y,6,3,C
2004,9,18,F,4,2,M
2004,9,18,L,2,10,E
2004,9,18,H,8,5,B
2004,9,19,Y,3,1,C
2004,9,19,T,4,1,G
2004,9,19,F,3,1,M
2004,9,19,L,5,2,E
2004,9,19,H,3,3,B
2004,9,20,B,1,11,L
2004,9,21,G,5,2,D
2004,9,21,M,2,0,E
2004,9,21,B,5,2,L
2004,9,21,H,1,2,F
2004,9,22,G,4,3,D
2004,9,22,C,1,4,T
2004,9,22,B,3,5,L
2004,9,22,H,2,5,F
2004,9,23,G,4,12,Y
2004,9,23,F,2,4,E
2004,9,23,L,0,8,H
2004,9,24,Y,6,5,G
2004,9,24,D,0,2,T
2004,9,24,C,5,0,S
2004,9,24,F,4,1,E
2004,9,24,L,3,4,H
2004,9,24,M,4,3,B
2004,9,25,D,1,4,T
2004,9,25,F,2,1,E
2004,9,25,L,7,5,H
2004,9,25,M,0,2,B
2004,9,26,M,3,2,H
2004,9,26,B,3,4,F
2004,9,27,G,5,1,D
2004,9,27,T,4,3,S
2004,9,27,L,3,0,F
2004,9,27,M,2,3,H
2004,9,27,B,10,3,E
2004,9,28,G,3,2,D
2004,9,28,S,6,5,Y
2004,9,28,L,0,1,F
2004,9,28,M,5,10,H
2004,9,28,B,6,5,E
2004,9,29,G,3,5,C
2004,9,29,Y,6,11,S
2004,9,29,B,2,10,E
2004,9,30,T,2,1,G
2004,9,30,F,3,1,M
2004,9,30,H,8,2,E
2004,10,1,T,6,0,G
2004,10,1,C,3,1,S
2004,10,1,E,8,1,B
2004,10,2,E,7,0,H
2004,10,3,,,,
2004,10,4,M,4,2,E
2004,10,5,M,7,1,E
2004,10,6,,,,
2004,10,7,,,,
2004,10,8,G,3,5,Y
2004,10,8,H,4,3,M
2004,10,9,G,2,1,Y
2004,10,9,H,4,1,M
2004,10,10,G,3,4,Y
2004,10,11,,,,
2004,10,12,C,5,0,Y
2004,10,12,F,6,0,H
2004,10,13,C,3,0,Y
2004,10,13,F,4,6,H
2004,10,14,C,0,3,Y
2004,10,14,F,4,1,H
2004,10,15,C,8,7,Y
2004,10,15,F,2,5,H
2004,10,16,F,7,4,H
2004,10,17,,,,
2004,10,18,,,,
2004,10,19,,,,
2004,10,20,,,,
2004,10,21,,,,
2004,10,22,C,5,1,F
2004,10,23,C,5,1,F
2004,10,24,,,,
2004,10,25,F,4,3,C
2004,10,26,F,3,1,C
2004,10,27,F,5,1,C
2004,10,28,,,,
2004,10,29,C,4,10,F
2004,10,30,,,,
2004,10,31,,,,
2005,3,31,G,6,2,D
2005,3,31,S,9,2,Y
2005,3,31,C,6,10,T
2005,3,31,F,1,8,L
2005,3,31,B,4,6,E
2005,3,31,H,3,1,M
2005,4,1,G,4,2,D
2005,4,1,S,1,6,Y
2005,4,1,C,9,8,T
2005,4,1,F,3,1,L
2005,4,1,B,4,13,E
2005,4,1,H,4,1,M
2005,4,2,G,6,3,D
2005,4,2,S,8,4,Y
